A,19.32,21.15
AA,9.5,10.78
AAPL,95.37,99.91
ABC,30.29,31.53
ABI,26.98,28.88
ABK,11.25,12.41
ABT,54.26,55.0
ACAS,10.58,12.86
ACE,52.73,52.75
ACS,38.35,38.91
ADBE,24.23,27.075
ADI,19.86,21.38
ADM,19.0,20.98
ADP,31.66,34.7
ADSK,21.41,23.24
AEE,29.45,31.95
AEP,30.41,33.01
AES,7.5,7.85
AET,25.98,27.8
AFL,37.33,41.67
AGN,34.29,34.95
AIG,1.65,1.83
AIV,10.81,12.43
AIZ,33.23,35.51
AKAM,12.5,13.28
ALL,24.3,25.13
ALTR,16.98,18.49
AMAT,11.69,12.44
AMD,3.13,2.84
AMGN,55.79,60.0
AMP,20.93,23.83
AMT,27.67,30.35
AMZN,51.46,56.04
AN,4.32,5.05
ANF,25.11,27.9
AOC,35.21,36.5
APA,67.01,71.95
APC,28.78,29.86
APD,48.37,51.09
APOL,54.3,58.87
ASH,21.18,22.41
ATI,20.17,23.36
AVB,63.18,70.2
AVP,24.32,27.02
AVY,31.69,34.19
AW,8.01,8.71
AXP,24.26,25.47
AYE,28.0,30.41
AZO,105.05,114.2
BA,46.45,48.91
BAC,21.29,23.02
BAX,56.81,59.08
BBBY,23.18,24.76
BBT,33.43,35.99
BBY,22.48,24.0
BC,16.47,16.89
BCR,81.58,84.92
BDK,46.86,49.2
BDX,65.23,65.53
BEN,56.38,62.76
BF.B,45.69,45.97
BHI,30.6,31.11
BIG,19.83,22.28
BIIB,41.88,42.35
BJS,11.98,12.84
BK,27.59,31.8
BLL,28.7,30.99
BMC,22.73,24.78
BMS,22.12,24.39
BMY,18.8,20.29
BNI,80.7,83.45
BRCM,16.9,17.75
BRL,59.4,61.8
BSC,84.11,86.72
BSX,7.23,7.71
BTU,27.8,28.95
BUD,59.5,60.91
BXP,59.23,72.5
C,12.29,13.47
CA,14.78,16.04
CAG,16.8,17.39
CAH,35.85,38.22
CAM,20.13,20.67
CAT,34.14,34.95
CB,46.51,49.29
CBE,24.36,25.13
CBG,4.81,5.86
CBH,37.67,38.01
CBS,8.15,8.83
CC,4.76,4.87
CCE,8.98,9.34
CCL,26.06,27.72
CCU,31.35,32.14
CEG,23.12,23.29
CELG,56.06,61.05
CFC,6.85,6.96
CHK,18.98,19.47
CHRW,46.07,48.64
CI,22.48,22.25
CIEN,9.03,8.2
CINF,21.72,24.1
CIT,3.18,3.1
CL,55.72,59.92
CLX,54.67,55.5
CMA,26.74,28.51
CMCSA,13.97,16.96
CME,243.0,263.64
CMI,27.65,30.46
CMS,9.86,10.27
CNP,10.39,11.4
CNX,23.37,24.19
COF,35.05,40.0
COH,16.82,19.38
COL,32.37,35.54
COP,48.14,50.16
COST,53.8,57.48
COV,39.62,41.25
CPB,36.45,38.98
CPWR,5.67,6.36
CSC,28.02,30.16
CSCO,16.75,18.31
CSX,42.27,43.13
CTAS,20.19,21.93
CTL,26.34,27.81
CTSH,16.61,18.22
CTX,9.0,9.26
CTXS,22.45,24.74
CVG,9.8,7.16
CVH,12.25,12.14
CVS,24.96,27.82
CVX,63.72,70.02
CZN,11.07,11.49
D,34.73,37.12
