A,23.48,24.64
AA,12.34,12.47
AAPL,109.99,110.99
ABC,31.83,31.33
ABI,30.58,30.86
ABK,11.25,12.41
ABT,56.94,56.41
ACAS,14.76,15.66
ACE,52.73,52.75
ACS,42.45,43.32
ADBE,27.83,29.16
ADI,21.72,22.2
ADM,23.95,24.33
ADP,33.75,36.23
ADSK,22.92,22.5
AEE,31.6,33.57
AEP,32.38,32.77
AES,8.15,7.78
AET,26.5,24.47
AFL,44.4,48.52
AGN,40.69,40.63
AIG,2.36,2.41
AIV,15.67,16.47
AIZ,25.73,26.76
AKAM,14.02,14.68
ALL,28.83,29.5
ALTR,17.09,17.54
AMAT,13.35,13.31
AMD,3.82,3.8
AMGN,62.31,60.57
AMP,22.2,23.46
AMT,33.24,32.42
AMZN,57.17,58.45
AN,6.75,6.97
ANF,27.5,26.61
AOC,42.35,42.8
APA,82.32,83.2
APC,35.28,35.18
APD,59.0,61.05
APOL,69.5,70.23
ASH,23.52,23.73
ATI,29.08,28.28
AVB,70.43,71.98
AVP,25.79,26.31
AVY,35.96,35.81
AW,10.64,10.85
AXP,29.26,29.82
AYE,30.16,30.12
AZO,122.47,122.85
BA,54.41,53.62
BAC,24.03,24.53
BAX,61.95,61.52
BBBY,25.65,24.83
BBT,36.49,36.15
BBY,28.87,27.48
BC,16.47,16.89
BCR,89.89,87.92
BDK,51.64,52.42
BDX,70.54,70.27
BEN,70.31,72.84
BF.B,46.39,47.55
BHI,34.74,37.14
BIG,24.17,24.84
BIIB,47.34,47.16
BJS,12.85,13.45
BK,33.24,34.42
BLL,36.2,36.93
BMC,25.92,27.23
BMS,25.41,25.38
BMY,20.95,21.59
BNI,89.2,91.6
BRCM,17.38,17.69
BRL,63.78,64.42
BSC,84.11,86.72
BSX,8.99,8.94
BTU,34.81,35.14
BUD,64.53,64.6
BXP,66.65,72.38
C,14.42,14.68
CA,17.66,18.06
CAG,17.93,17.92
CAH,39.32,40.03
CAM,25.18,27.37
CAT,40.39,42.25
CB,52.64,51.74
CBE,31.23,31.69
CBG,7.65,7.17
CBH,37.67,38.01
CBS,9.83,9.84
CC,4.76,4.87
CCE,10.18,10.36
CCL,25.28,24.95
CCU,31.35,32.14
CEG,23.65,24.14
CELG,65.5,64.33
CFC,6.85,6.96
CHK,21.53,22.95
CHRW,55.06,55.65
CI,18.19,18.01
CIEN,9.07,9.17
CINF,27.3,27.45
CIT,5.4,6.15
CL,65.14,66.15
CLX,62.73,62.75
CMA,28.0,29.18
CMCSA,17.5,17.77
CME,311.84,319.37
CMI,27.75,28.87
CMS,10.57,10.46
CNP,11.99,11.67
CNX,33.99,35.53
COF,40.01,42.82
COH,20.89,20.15
COL,38.5,38.73
COP,52.9,55.77
COST,54.34,55.09
COV,44.76,44.51
CPB,38.6,38.96
CPWR,6.49,6.31
CSC,32.3,32.98
CSCO,17.65,18.33
CSX,46.19,46.9
CTAS,25.18,24.74
CTL,28.24,27.67
CTSH,20.55,21.0
CTX,12.59,12.54
CTXS,26.5,27.11
CVG,7.75,7.78
CVH,14.91,14.37
CVS,31.46,31.77
CVX,75.42,78.19
CZN,11.07,11.49
D,36.7,36.67
DD,32.94,33.23
DDR,13.4,13.98
DDS,5.79,5.52
DE,40.59,42.54
DELL,12.97,12.93
DF,19.9,18.25
DFS,12.33,12.5
DGX,47.81,48.11
DHI,7.01,6.87
DHR,61.42,62.28
DIS,25.29,26.02
DOV,33.05,32.82
DOW,26.85,27.09
DRI,22.32,22.89
DTE,38.78,38.11
DTV,22.68,22.49
DUK,17.02,16.92
DVN,80.0,83.0
DYN,3.23,3.37
EBAY,15.32,15.75
ECL,38.14,38.96
ED,44.3,44.53
EDS,18.75,19.05
EFX,26.86,27.42
EIX,36.03,36.28
EK,9.83,9.91
EL,35.48,36.83
EMC,11.8,11.74
EMN,41.22,42.56
EMR,33.85,35.86
EOG,78.76,84.16
EP,9.63,9.97
EQ,33.47,34.54
EQR,33.13,35.14
ERTS,23.76,23.4
ESRX,62.28,61.71
ESV,38.27,39.26
ETFC,1.82,2.1
ETN,46.33,49.5
ETR,81.14,82.29
EXC,54.32,57.37
EXPD,36.89,37.75
EXPE,9.54,9.47
F,2.22,2.16
FCX,30.17,32.94
FDO,27.54,27.14
FDX,66.33,68.82
FE,54.61,57.16
FHN,12.25,12.1
FII,24.99,25.57
FIS,15.9,16.76
FISV,34.1,35.65
FITB,11.79,12.35
FLR,40.47,42.58
FNM,28.0,28.27
FO,38.85,40.07
FPL,47.2,47.33
FRE,25.53,26.18
FRX,23.82,23.33
GAS,47.6,44.42
GCI,11.92,12.34
GD,62.42,63.77
GE,19.83,20.77
GENZ,74.49,74.6
GGP,3.89,4.49
GILD,47.99,47.07
GIS,68.35,67.66
GLW,11.5,11.74
