A,34.1,34.55
AA,14.5,14.11
AAPL,230.87,226.65
ABC,28.89,28.6
ABI,32.37,32.86
ABK,11.25,12.41
ABT,54.28,53.52
ACAS,36.0,36.58
ACE,52.73,52.75
ACS,51.37,52.22
ADBE,36.68,35.87
ADI,29.3,28.94
ADM,28.66,28.26
ADP,44.37,43.98
ADSK,29.71,29.49
AEE,25.57,25.29
AEP,34.13,33.9
AES,11.04,10.76
AET,34.56,34.79
AFL,54.01,53.21
AGN,64.51,64.06
AIG,33.71,34.51
AIV,18.56,18.77
AIZ,33.65,33.67
AKAM,31.86,31.51
ALL,31.52,31.56
ALTR,24.75,24.31
AMAT,13.15,13.16
AMD,9.35,9.03
AMGN,59.39,59.26
AMP,45.0,44.7
AMT,44.61,42.46
AMZN,129.23,134.73
AN,19.35,19.03
ANF,44.8,44.86
AOC,42.93,43.36
APA,103.51,99.07
APC,70.9,68.75
APD,75.33,73.7
APOL,63.34,62.43
ASH,46.29,46.43
ATI,54.9,52.4
AVB,88.31,88.37
AVP,32.23,31.99
AVY,35.27,34.98
AW,10.66,10.77
AXP,41.35,41.42
AYE,23.75,23.1
AZO,174.85,173.93
BA,72.95,72.49
BAC,17.84,17.74
BAX,59.2375,58.72
BBBY,44.36,43.9
BBT,32.37,32.29
BBY,44.3,42.66
BC,16.47,16.89
BCR,84.65,85.53
BDK,67.03,69.52
BDX,79.44,78.87
BEN,111.6,112.23
BF.B,57.87,57.44
BHI,47.02,44.87
BIG,37.4,37.36
BIIB,59.21,58.27
BJS,21.48,20.51
BK,30.9,30.84
BLL,54.16,53.18
BMC,39.06,38.39
BMS,29.86,29.2
BMY,26.87,26.78
BNI,88.4,89.1
BRCM,33.85,33.55
BRL,49.13,49.21
BSC,84.11,86.72
BSX,7.1,6.96
BTU,47.76,44.89
BUD,47.74,47.7
BXP,76.76,76.73
C,4.245,4.27
CA,23.74,23.45
CAG,25.8,24.94
CAH,36.13,35.75
CAM,42.4,41.18
CAT,62.68,62.14
CB,52.28,51.99
CBE,43.34,43.56
CBG,14.29,14.45
CBH,37.67,38.01
CBS,14.42,13.87
CC,4.76,4.87
CCE,27.38,27.11
CCL,38.79,38.54
CCU,31.35,32.14
CEG,36.46,35.67
CELG,63.69,62.7
CFC,6.85,6.96
CHK,23.35,22.43
CHRW,56.44,55.65
CI,36.83,36.1
CIEN,26.16,26.67
CINF,28.93,28.86
CIT,24.22,25.39
CL,84.47,83.41
CLX,65.07,64.77
CMA,38.79,38.22
CMCSA,18.22,18.44
CME,321.4,319.85
CMI,62.54,61.56
CMS,15.59,15.43
CNP,14.23,14.13
CNX,45.83,42.97
COF,41.56,42.05
COH,38.95,38.7
COL,62.86,62.67
COP,52.8,51.53
COST,60.41,60.05
COV,43.55,44.2
CPB,35.36,34.87
CPWR,8.64,8.49
CSC,55.02,54.81
CSCO,26.64,26.43
CSX,51.72,51.18
CTAS,28.58,28.22
CTL,35.36,34.91
CTSH,52.22,51.46
CTX,23.26,23.83
CTXS,48.73,48.04
CVG,14.93,14.97
CVH,25.5,25.01
CVS,35.71,36.42
CVX,74.39,73.8
CZN,11.07,11.49
D,40.11,40.26
DD,39.0,37.83
DDR,38.97,40.58
DDS,16.07,16.26
DE,61.06,60.2
DELL,15.1,14.87
DF,15.8,15.74
DFS,15.5,15.39
DGX,57.83,57.95
DHI,12.91,12.97
DHR,76.65,76.47
DIS,34.49,35.09
DOV,46.84,46.18
DOW,30.41,29.88
DRI,45.28,44.69
DTE,45.23,44.69
DTV,33.99,33.38
DUK,16.34,16.3
DVN,65.67,62.93
DYN,8.1,8.08
EBAY,27.7,27.56
ECL,43.6,43.1
ED,44.01,43.84
EDS,18.75,19.05
EFX,35.99,35.9
EIX,34.23,33.83
EK,6.13,5.89
EL,63.96,63.39
EMC,18.97,18.73
EMN,63.84,62.95
EMR,49.55,49.49
EOG,93.29,89.42
EP,11.06,10.73
EQ,43.91,44.26
EQR,39.57,39.5
ERTS,18.63,18.56
ESRX,101.68,100.58
ESV,56.7,58.19
ETFC,1.6,1.59
ETN,75.52,74.46
ETR,79.39,79.39
EXC,43.61,43.29
EXPD,37.85,37.2
EXPE,22.84,22.88
F,14.05,13.8
FCX,80.75,77.91
FDO,36.43,36.01
FDX,91.18,90.94
FE,40.0,39.01
FHN,13.93,13.86
FII,26.4,26.25
FIS,23.67,23.39
FISV,50.91,50.29
FITB,13.77,13.41
FLR,47.4,46.22
FNM,28.0,28.27
FO,49.53,49.29
FPL,47.49,47.45
FRE,25.53,26.18
FRX,31.59,31.22
GAS,43.26,42.64
GCI,16.62,16.5
GD,76.34,76.22
GE,18.71,18.3
GENZ,53.84,51.13
GGP,34.8,37.37
GILD,47.47,45.95
GIS,72.52,71.15
GLW,19.79,19.69
GM,23.6,24.2
GME,22.0,21.78
GNW,17.52,16.89
GOOG,559.37,562.88
GPC,42.73,42.3
GPS,23.15,23.4
GR,71.27,70.88
GS,175.24,174.9
GT,13.46,13.19
GWW,109.13,108.75
HAL,30.5,29.57
HAR,47.42,46.58
HAS,38.18,38.1
HBAN,5.57,5.5
HCBK,14.2,14.13
HD,32.5,32.62
HES,62.02,60.25
HIG,28.35,27.85
HNZ,47.49,46.44
HOG,28.07,27.73
HON,44.75,44.34
HOT,44.23,45.0
HPC,18.13,18.74
HPQ,53.34,53.5
HRB,17.47,17.36
HSP,56.9381,56.85
HST,14.49,14.54
HSY,42.9,42.64
HUM,48.38,47.87
IACI,21.6,22.06
IBM,129.41,129.24
ICE,111.07,109.9
IFF,45.98,45.78
IGT,18.03,17.64
INTC,22.69,22.35
INTU,34.83,34.4
IP,26.5,25.21
IPG,8.46,8.39
IR,39.32,40.39
ITT,53.08,52.56
ITW,47.18,46.79
JAVA,17.25,17.54
JBL,16.75,16.44
JCI,33.34,33.13
JCP,33.16,32.82
JDSU,11.4,11.58
JEC,46.11,45.41
JNJ,65.04,64.57
JNPR,30.76,30.73
JNS,14.25,14.43
JNY,15.13,15.02
JPM,44.98,44.94
JWN,41.2,41.19
K,54.75,54.24
KBH,24.01,24.99
KEY,8.03,7.93
KFT,30.79,30.8
KG,12.15,11.77
KIM,15.99,16.06
KLAC,31.08,30.88
KMB,63.11,63.04
KO,54.91,54.8
KR,21.29,21.24
KSS,56.41,56.22
LEG,21.69,21.61
LEH,53.51,55.57
LEN,17.98,18.05
LH,73.99,74.9
LIZ,18.05,18.41
LLL,94.16,92.96
LLTC,28.32,27.91
LLY,36.58,35.98
LM,30.07,29.7
LMT,83.93,83.53
LNC,29.44,28.99
LOW,24.51,24.34
LSI,6.54,6.46
LTD,25.25,25.34
LTR,42.95,43.68
LUK,25.81,25.26
LUV,13.05,13.07
LXK,36.61,35.43
M,21.72,21.5
MAR,30.35,30.15
MAS,15.37,15.13
MAT,23.15,22.79
MBI,12.4,14.58
MCD,67.13,66.9
MCHP,28.82,28.5
MCK,64.0212,64.17
MCO,30.5,30.51
MDP,34.73,34.53
MDT,45.54,44.98
MER,52.37,54.42
MET,42.31,42.11
MHP,36.13,35.71
MHS,65.82,65.39
MI,8.12,7.98
MIL,105.55,105.4
MKC,38.95,38.03
MMC,24.47,24.47
MMM,82.01,80.93
MNST,28.07,28.48
MO,20.49,20.52
MOLX,21.29,20.98
MON,73.61,71.25
MOT,7.35,7.24
MRK,38.33,37.78
MRO,31.63,31.1
MS,29.54,28.91
MSFT,29.83,30.01
MTB,83.64,82.45
MTG,14.99,15.98
MTW,41.0,42.08
MU,10.66,10.38
MUR,55.66,53.89
MWV,25.69,25.07
MYL,22.88,22.26
NBL,72.71,70.18
NBR,19.66,18.76
NCC,16.8,17.24
NE,48.9,49.93
NEM,50.04,48.35
NI,15.74,15.61
NKE,74.17,73.57
NOC,65.42,64.98
NOV,42.53,40.9
NOVL,5.89,5.86
NSC,54.78,54.7
NSM,14.66,14.59
NTAP,33.32,32.62
NTRS,55.47,55.98
NUE,46.43,44.88
NVDA,17.55,17.34
NVLS,24.94,25.31
NWL,15.59,15.29
NWS.A,19.1,19.48
NYT,11.19,11.11
NYX,29.11,28.95
ODP,8.11,8.03
OMC,39.97,39.77
OMX,23.64,23.22
ORCL,26.0,26.04
OXY,83.35,81.51
PAYX,31.66,31.07
PBG,35.61,35.48
PBI,24.67,24.38
PCAR,43.34,43.44
PCG,42.96,42.98
PCL,39.29,38.43
PCP,123.0,122.49
PDCO,30.99,30.74
PEG,30.09,29.35
PEP,66.37,66.55
PFE,17.74,17.39
PFG,28.94,29.18
PG,63.94,63.62
PGN,39.54,39.14
PGR,18.95,18.59
PH,66.14,64.79
PHM,11.78,11.61
PKI,24.11,23.9
PLD,14.26,14.18
PLL,39.94,39.68
PNC,60.21,59.93
PNW,37.53,37.28
POM,16.94,16.61
PPG,65.75,64.69
PPL,28.06,27.76
PRU,58.99,58.5
PSA,93.25,92.1
PTV,25.64,25.18
PX,82.65,81.36
Q,5.31,5.24
QCOM,42.49,42.19
QLGC,20.65,20.18
R,38.91,38.26
RAI,54.13,53.57
RDC,26.95,26.25
RF,7.97,7.69
RHI,31.17,30.75
RIG,137.96,140.65
RL,85.28,84.65
ROH,54.14,55.4
ROK,56.14,55.92
RRC,47.78,45.73
RRD,21.48,21.32
RSH,22.41,21.8
RTN,58.03,57.26
RX,23.61,23.95
S,3.93,3.77
SAF,47.64,47.95
SBUX,25.06,24.21
SCHW,18.48,18.72
SE,22.47,22.41
SEE,21.63,21.28
SGP,21.28,21.96
SHLD,109.0,109.29
SHW,66.25,66.4
SIAL,54.13,53.24
SII,42.44,40.93
SLB,62.85,60.76
SLE,13.96,13.76
SLM,11.97,12.05
SNA,43.15,42.61
SNDK,35.76,34.95
SO,33.18,33.01
SOV,11.6,11.75
SPG,85.2,85.53
SPLS,23.72,23.54
SRE,49.79,48.74
SSP,42.59,42.98
STI,27.54,26.57
STJ,40.74,41.26
STR,43.65,42.71
STT,45.68,46.06
STZ,16.35,16.18
SUN,30.36,28.93
SVU,16.76,16.49
SWK,59.55,57.92
SWY,24.41,24.37
SYK,58.31,57.68
SYMC,17.08,17.03
SYY,29.26,29.01
T,26.43,26.15
TAP,43.34,42.66
TDC,28.96,28.24
TE,15.69,15.59
TEG,46.0,45.85
TEL,34.73,34.68
TER,11.31,11.19
TEX,67.93,69.1
TGT,53.63,53.45
THC,6.08,5.82
TIE,16.88,15.92
TIF,47.7,47.09
TJX,43.51,43.52
TLAB,7.57,7.62
TMK,53.4,52.75
TMO,50.94,50.4
TROW,55.1,55.22
TRV,54.3,54.08
TSN,18.5,18.21
TSO,14.39,13.69
TSS,15.54,15.47
TT,44.4,45.05
TWX,31.47,31.23
TXN,25.16,24.79
TXT,22.53,21.77
TYC,40.15,40.89
UIS,4.17,4.36
UNH,32.76,33.12
UNM,24.37,24.39
UNP,73.55,72.67
UPS,64.04,63.65
USB,26.34,26.17
UST,56.09,56.85
UTX,73.41,73.27
VAR,54.9,55.81
VFC,80.56,79.46
VIA.B,33.54,34.16
VLO,20.81,19.87
VMC,50.13,48.26
VNO,76.93,76.79
VRSN,26.44,26.08
VZ,30.67,30.31
WAG,35.5202,36.33
WAT,67.27,66.98
WB,34.16,34.72
WEN,24.09,24.71
WFC,31.03,31.06
WFMI,35.33,35.47
WFR,14.89,14.65
WFT,66.33,69.0
WHR,90.05,89.13
WIN,11.28,11.19
WLP,63.9,63.59
WM,34.58,34.27
WMB,23.0,22.7
WMI,33.96,34.25
WMT,55.63,55.61
WPI,41.72,41.38
WPO,444.78,445.6
WU,17.04,16.97
WWY,59.5,60.64
WY,45.35,44.16
WYE,41.6,42.64
WYN,25.22,25.48
X,64.63,62.37
XEL,21.21,21.06
XL,19.12,18.88
XLNX,26.04,25.45
XOM,66.81,66.3
XRX,9.93,9.62
XTO,47.13,46.75
YHOO,16.16,16.32
YUM,38.19,38.05
ZION,23.26,22.64
ZMH,58.35,57.48
HCP,34.13,33.57
PM,52.12,51.72
ISRG,347.6,342.06
SWN,39.85,38.13
COG,38.7,36.95
L,37.44,37.1
LO,77.6,76.37
MEE,53.48,50.16
AKS,23.67,22.49
SNI,43.37,43.49
DVA,63.48,62.95
FTR,7.47,7.38
MA,246.44,246.09
IVZ,20.67,20.6
CF,92.4674,90.03
CRM,76.68,75.97
FAST,48.79,48.03
HRS,46.92,46.13
PXD,54.53,53.36
APH,42.31,41.95
FLS,109.57,109.82
DPS,36.72,36.13
CEPH,71.53,70.82
NDAQ,21.12,20.97
PBCT,15.55,15.67
SJM,61.2,60.6
WEC,49.97,49.6
WYNN,76.42,74.41
XRAY,34.54,34.39
MWW,17.2,16.96
LIFE,52.77,52.56
SRCL,54.78,54.5
DNB,74.0,73.58
EQT,41.68,40.81
MFE,40.92,40.45
RSG,29.04,28.76
