A,37.0,37.35
AA,39.69,39.7
AAPL,171.25,176.84
ABC,40.62,40.77
ABI,32.87,33.14
ABK,2.15,2.29
ABT,53.65,54.33
ACAS,29.12,29.21
ACE,60.77,60.03
ACS,56.19,57.08
ADBE,42.32,42.85
ADI,33.8,34.25
ADM,32.43,32.61
ADP,42.89,43.23
ADSK,38.07,39.28
AEE,43.18,43.54
AEP,42.59,42.97
AES,20.15,20.12
AET,44.7,44.39
AFL,67.05,67.49
AGN,56.9,56.45
AIG,33.54,34.01
AIV,37.63,38.0
AIZ,69.34,69.21
AKAM,35.99,36.59
ALL,49.66,49.85
ALTR,22.56,23.35
AMAT,19.92,20.79
AMD,7.47,7.71
AMGN,43.44,43.99
AMP,45.79,46.84
AMT,42.76,44.07
AMZN,78.42,81.7
AN,13.93,13.98
ANF,68.53,70.12
AOC,47.79,48.17
APA,140.49,137.43
APC,78.27,77.69
APD,102.25,102.8
APOL,51.55,51.33
ASH,53.66,54.26
ATI,65.2,65.48
AVB,97.44,99.51
AVP,37.13,36.94
AVY,48.11,47.67
AW,14.69,13.84
AXP,44.37,44.68
AYE,53.59,53.65
AZO,118.62,120.37
BA,74.77,75.02
BAC,29.67,30.32
BAX,61.68,61.99
BBBY,29.71,30.44
BBT,26.37,27.34
BBY,45.35,45.88
BC,12.9,13.27
BCR,90.9,91.2
BDK,60.28,60.2
BDX,82.19,81.82
BEN,105.99,107.14
BF.B,76.92,76.11
BHI,86.35,85.79
BIG,33.47,34.14
BIIB,59.34,59.58
BJS,32.08,32.05
BK,41.17,41.9
BLL,52.36,52.05
BMC,38.07,38.57
BMS,24.59,24.75
BMY,20.23,20.06
BNI,104.19,105.22
BRCM,25.68,26.76
BRL,42.25,42.04
BSC,84.11,86.72
BSX,13.18,13.64
BTU,78.28,77.3
BUD,60.26,60.53
BXP,97.46,100.05
C,20.41,20.83
CA,23.85,24.13
CAG,22.68,22.6
CAH,54.28,54.28
CAM,55.26,54.56
CAT,81.38,80.91
CB,52.69,53.08
CBE,44.54,44.28
CBG,21.14,21.44
