A,29.1,29.44
AA,12.75,12.8
AAPL,202.25,196.97
ABC,24.75,24.85
ABI,32.37,32.86
ABK,11.25,12.41
ABT,54.85,54.48
ACAS,36.0,36.58
ACE,52.73,52.75
ACS,55.76,55.86
ADBE,35.41,36.4
ADI,30.1,30.37
ADM,31.25,31.66
ADP,43.79,43.84
ADSK,23.53,23.96
AEE,26.14,26.58
AEP,32.27,33.04
AES,12.83,13.14
AET,29.24,29.82
AFL,46.03,46.4
AGN,58.66,58.9
AIG,29.58,30.84
AIV,13.67,13.86
AIZ,30.83,30.74
AKAM,24.06,23.95
ALL,28.77,28.52
ALTR,22.0,22.0
AMAT,12.43,12.89
AMD,7.11,7.2
AMGN,56.36,57.08
AMP,38.49,38.92
AMT,41.11,41.67
AMZN,137.1,138.5
AN,17.65,17.7
ANF,40.23,40.06
AOC,42.93,43.36
APA,96.24,97.72
APC,60.65,61.56
APD,83.83,83.6
APOL,56.5,55.81
ASH,46.29,46.43
ATI,34.72,34.82
AVB,72.66,73.54
AVP,34.42,35.05
AVY,37.82,37.96
AW,10.66,10.77
AXP,42.21,41.3
AYE,22.14,22.3
AZO,148.49,151.2
BA,52.75,53.72
BAC,16.04,15.9
BAX,54.68,55.22
BBBY,37.77,38.89
BBT,25.57,25.6
BBY,43.28,43.53
BC,16.47,16.89
BCR,82.86,83.05
BDK,61.17,61.13
BDX,75.26,76.0
BEN,109.16,108.4
BF.B,51.66,51.08
BHI,41.34,41.06
BIG,23.25,23.46
BIIB,47.26,47.84
BJS,19.0,18.9
BK,26.74,26.95
BLL,49.56,49.62
BMC,38.76,39.16
BMS,29.46,29.6
BMY,25.39,24.65
BNI,98.36,98.46
BRCM,29.61,30.18
BRL,49.13,49.21
BSC,84.11,86.72
BSX,8.45,8.44
BTU,45.26,45.16
BUD,47.74,47.7
BXP,67.45,67.97
C,4.15,4.1
CA,22.28,22.48
CAG,22.37,22.57
CAH,32.5,32.46
CAM,38.37,38.36
CAT,59.24,59.68
CB,50.35,50.16
CBE,43.34,43.56
CBG,11.26,11.59
CBH,37.67,38.01
CBS,13.06,13.15
CC,4.76,4.87
CCE,19.78,19.75
CCL,32.43,32.13
CCU,31.35,32.14
CEG,31.92,32.52
CELG,55.74,56.3
CFC,6.85,6.96
CHK,24.29,24.1
CHRW,56.11,56.58
CI,32.23,33.08
CIEN,26.16,26.67
CINF,25.68,25.58
CIT,24.22,25.39
CL,84.19,85.75
CLX,60.66,60.73
CMA,28.79,28.34
CMCSA,14.89,14.96
CME,329.57,330.85
CMI,45.54,47.16
CMS,14.37,14.54
CNP,13.37,13.47
CNX,46.52,46.96
COF,38.93,38.09
COH,35.19,35.42
COL,53.63,54.43
COP,52.91,52.26
COST,60.17,60.73
COV,43.55,44.2
CPB,35.13,35.56
CPWR,6.94,7.17
CSC,55.62,55.56
CSCO,23.39,23.92
CSX,47.86,48.82
CTAS,28.46,28.72
CTL,35.86,35.95
CTSH,44.28,45.14
CTX,23.26,23.83
CTXS,38.37,38.84
CVG,14.93,14.97
CVH,22.89,22.83
CVS,31.19,31.18
CVX,79.1,79.06
CZN,11.07,11.49
D,36.62,37.18
DD,35.04,35.1
DDR,38.97,40.58
DDS,16.07,16.26
DE,54.25,54.05
DELL,14.12,13.84
DF,16.08,16.21
DFS,15.6,15.45
DGX,58.53,58.56
DHI,10.4,10.42
DHR,71.34,71.91
DIS,30.44,30.73
DOV,41.16,41.32
DOW,28.19,28.08
DRI,31.77,31.83
DTE,40.46,41.0
DTV,31.75,31.5
DUK,16.7,17.11
DVN,68.1,68.59
DYN,8.1,8.08
EBAY,24.58,24.0
ECL,45.16,45.48
ED,42.76,43.31
EDS,18.75,19.05
EFX,28.87,29.22
EIX,34.27,34.6
EK,4.1,4.15
EL,47.16,48.67
EMC,16.88,16.98
EMN,60.87,60.71
EMR,41.91,42.19
EOG,87.61,88.29
EP,9.65,9.71
EQ,43.91,44.26
EQR,32.45,32.48
ERTS,16.97,16.98
ESRX,86.88,87.4
ESV,56.7,58.19
ETFC,1.64,1.71
ETN,64.53,65.43
ETR,79.24,81.05
EXC,48.28,49.02
EXPD,32.15,32.16
EXPE,25.64,25.77
F,9.01,8.88
FCX,84.09,83.91
FDO,30.6,30.84
FDX,85.39,85.88
FE,43.33,43.45
FHN,13.63,13.64
FII,25.99,26.0
FIS,22.73,23.42
FISV,46.54,47.48
FITB,10.28,10.18
FLR,43.08,42.89
FNM,28.0,28.27
FO,38.84,39.03
FPL,52.11,52.89
FRE,25.53,26.18
FRX,30.93,31.01
GAS,39.5,39.74
GCI,10.05,10.01
GD,66.49,67.14
GE,16.27,16.17
GENZ,50.67,51.11
GGP,34.8,37.37
GILD,45.75,46.4
GIS,68.48,68.68
GLW,16.7,17.2
GM,23.6,24.2
GME,24.64,23.84
GNW,10.93,11.2
GOOG,588.19,589.87
GPC,36.1,36.67
GPS,21.67,21.98
GR,59.67,60.67
GS,171.25,167.63
GT,13.92,14.11
GWW,98.48,98.23
HAL,29.63,29.35
HAR,37.98,37.03
HAS,29.92,30.05
HBAN,3.89,3.82
HCBK,13.27,13.16
HD,27.49,28.0
HES,58.76,59.8
HIG,24.79,24.48
HNZ,42.85,43.13
HOG,29.55,28.92
HON,38.75,39.37
HOT,32.3,32.14
HPC,18.13,18.74
HPQ,49.39,49.59
HRB,20.52,20.67
HSP,47.45,47.9
HST,10.64,10.58
HSY,35.56,35.88
HUM,41.72,42.46
IACI,21.6,22.06
IBM,127.29,127.94
ICE,107.75,107.81
IFF,40.87,41.02
IGT,19.04,18.92
INTC,19.51,19.66
INTU,29.49,29.45
IP,25.8,26.01
IPG,6.38,6.47
IR,39.32,40.39
ITT,52.14,52.04
ITW,48.93,48.73
JAVA,8.5,8.31
JBL,13.4,13.27
JCI,27.25,27.51
JCP,28.99,28.81
JDSU,7.49,7.6
JEC,35.41,35.08
JNJ,62.95,63.51
JNPR,26.31,26.79
JNS,13.28,13.1
JNY,15.13,15.02
JPM,42.61,42.22
JWN,33.89,34.34
K,52.7,52.97
KBH,24.01,24.99
KEY,5.93,5.95
KFT,26.82,26.5
KG,11.95,11.89
KIM,12.43,12.25
KLAC,31.36,31.71
KMB,66.58,66.82
KO,57.59,58.08
KR,22.89,22.89
KSS,53.49,52.97
LEG,19.67,19.98
LEH,53.51,55.57
LEN,12.87,12.88
LH,73.54,73.8
LIZ,18.05,18.41
LLL,78.93,78.34
LLTC,27.19,27.4
LLY,36.82,37.09
LM,28.55,28.53
LMT,77.73,78.93
LNC,23.29,22.79
LOW,22.09,22.58
LSI,5.4,5.58
LTD,17.2,17.55
LTR,42.95,43.68
LUK,21.72,22.56
LUV,9.26,9.35
LXK,25.4,25.36
M,16.43,16.01
MAR,25.92,25.76
MAS,13.75,13.91
MAT,19.55,20.0
MBI,12.4,14.58
MCD,63.64,63.54
MCHP,26.33,26.83
MCK,62.11,62.48
MCO,23.49,23.4
MDP,26.57,26.27
